~id,~label,~from,~to,relationshipkey:String,value:String,effectivedate:String,sshPrnamt:String,sshPrnamtType:String
0001158583:153501101:1623:20181114:138975:SH,13F-HR,"0001158583","153501101","20181114:0001158583:153501101:GREYLIN INVESTMENT MANGEMENT INC:1623","1623","20181114","138975","SH"
0000102909:624756102:159212:20181123:5493861:SH,13F-HR/A,"0000102909","624756102","20181123:0000102909:624756102:VANGUARD GROUP INC:159212","159212","20181123","5493861","SH"
0001009006:92343V104:6683:20180813:132832:SH,13F-HR,"0001009006","92343V104","20180813:0001009006:92343V104:PALISADE CAPITAL MANAGEMENT LLC/NJ:6683","6683","20180813","132832","SH"
0000102909:751212101:2013:20181123:14634:SH,13F-HR/A,"0000102909","751212101","20181123:0000102909:751212101:VANGUARD GROUP INC:2013","2013","20181123","14634","SH"
0001007524:902104108:3978:20180813:91550:SH,13F-HR,"0001007524","902104108","20180813:0001007524:902104108:OSTERWEIS CAPITAL MANAGEMENT INC:3978","3978","20180813","91550","SH"
0001008322:32026V104:272:20180809:14650:SH,13F-HR,"0001008322","32026V104","20180809:0001008322:32026V104:THOMPSON SIEGEL & WALMSLEY LLC:272","272","20180809","14650","SH"
0001125816:489398107:3343:20181025:155508:SH,13F-HR,"0001125816","489398107","20181025:0001125816:489398107:FIRST TRUST ADVISORS LP:3343","3343","20181025","155508","SH"
0000102909:64829B100:346:20181114:3672:SH,13F-HR,"0000102909","64829B100","20181114:0000102909:64829B100:VANGUARD GROUP INC:346","346","20181114","3672","SH"
0000102909:783754104:8763:20181114:775499:SH,13F-HR,"0000102909","783754104","20181114:0000102909:783754104:VANGUARD GROUP INC:8763","8763","20181114","775499","SH"
0001009006:416515104:2812:20180813:55000:SH,13F-HR,"0001009006","416515104","20180813:0001009006:416515104:PALISADE CAPITAL MANAGEMENT LLC/NJ:2812","2812","20180813","55000","SH"
0001037389:V0393H103:1408:20181113:87040:SH,13F-HR,"0001037389","V0393H103","20181113:0001037389:V0393H103:RENAISSANCE TECHNOLOGIES LLC:1408","1408","20181113","87040","SH"
0001011659:808524102:118:20181114:1671:SH,13F-HR,"0001011659","808524102","20181114:0001011659:808524102:MUFG Americas Holdings Corp:118","118","20181114","1671","SH"
0001006378:78467Y107:3142:20181114:8550:SH,13F-HR,"0001006378","78467Y107","20181114:0001006378:78467Y107:SEGALL BRYANT & HAMILL, LLC:3142","3142","20181114","8550","SH"
0001009076:291011104:118375:20181102:1545763:SH,13F-HR,"0001009076","291011104","20181102:0001009076:291011104:COMMERCE BANK:118375","118375","20181102","1545763","SH"
0001594585:55024U109:14328:20181109:239000:SH,13F-HR,"0001594585","55024U109","20181109:0001594585:55024U109:AO Asset Management, LP:14328","14328","20181109","239000","SH"
0001037389:G21515104:4384:20181113:54800:SH,13F-HR,"0001037389","G21515104","20181113:0001037389:G21515104:RENAISSANCE TECHNOLOGIES LLC:4384","4384","20181113","54800","SH"
0001616654:316092881:20:20181009:600:SH,13F-HR,"0001616654","316092881","20181009:0001616654:316092881:NEXT Financial Group, Inc:20","20","20181009","600","SH"
0000102909:31572Q808:410417:20181123:6755843:SH,13F-HR/A,"0000102909","31572Q808","20181123:0000102909:31572Q808:VANGUARD GROUP INC:410417","410417","20181123","6755843","SH"
0000102909:192108504:92:20181123:17291:SH,13F-HR/A,"0000102909","192108504","20181123:0000102909:192108504:VANGUARD GROUP INC:92","92","20181123","17291","SH"
0001040188:81725T100:69786:20180802:975347:SH,13F-HR,"0001040188","81725T100","20180802:0001040188:81725T100:VICTORY CAPITAL MANAGEMENT INC:69786","69786","20180802","975347","SH"
0000102909:501797104:2195:20181123:72430:SH,13F-HR/A,"0000102909","501797104","20181123:0000102909:501797104:VANGUARD GROUP INC:2195","2195","20181123","72430","SH"
0001040188:067806109:27187:20180802:461573:SH,13F-HR,"0001040188","067806109","20180802:0001040188:067806109:VICTORY CAPITAL MANAGEMENT INC:27187","27187","20180802","461573","SH"
0001056807:171757107:10039:20180814:1930670:SH,13F-HR,"0001056807","171757107","20180814:0001056807:171757107:BVF INC/IL:10039","10039","20180814","1930670","SH"
0001260824:33616C100:312:20181113:3253:SH,13F-HR,"0001260824","33616C100","20181113:0001260824:33616C100:EVERGREEN CAPITAL MANAGEMENT LLC:312","312","20181113","3253","SH"
0001005817:775711104:6:20181018:105:SH,13F-HR,"0001005817","775711104","20181018:0001005817:775711104:TOMPKINS FINANCIAL CORP:6","6","20181018","105","SH"
0000102909:483497103:6541:20181114:295818:SH,13F-HR,"0000102909","483497103","20181114:0000102909:483497103:VANGUARD GROUP INC:6541","6541","20181114","295818","SH"
0001008322:904784709:1370:20181108:24657:SH,13F-HR,"0001008322","904784709","20181108:0001008322:904784709:THOMPSON SIEGEL & WALMSLEY LLC:1370","1370","20181108","24657","SH"
0001037389:031001100:3018:20181113:110765:SH,13F-HR,"0001037389","031001100","20181113:0001037389:031001100:RENAISSANCE TECHNOLOGIES LLC:3018","3018","20181113","110765","SH"
0001535784:617446448:656:20181114:14094:SH,13F-HR,"0001535784","617446448","20181114:0001535784:617446448:Lombard Odier Asset Management (Europe) Ltd:656","656","20181114","14094","SH"
0001054074:95040Q104:3:20181106:39:SH,13F-HR,"0001054074","95040Q104","20181106:0001054074:95040Q104:BESSEMER GROUP INC:3","3","20181106","39","SH"
0000102909:40052B207:716:20181123:455945:SH,13F-HR/A,"0000102909","40052B207","20181123:0000102909:40052B207:VANGUARD GROUP INC:716","716","20181123","455945","SH"
0001021258:370373102:1:20181026:2500:SH,13F-HR,"0001021258","370373102","20181026:0001021258:370373102:BALDWIN BROTHERS INC/MA:1","1","20181026","2500","SH"
0001076598:054937107:71126:20181115:1366764:SH,13F-HR/A,"0001076598","054937107","20181115:0001076598:054937107:EATON VANCE MANAGEMENT:71126","71126","20181115","1366764","SH"
0001001085:49456B101:165917:20181115:9373459:SH,13F-HR/A,"0001001085","49456B101","20181115:0001001085:49456B101:BROOKFIELD ASSET MANAGEMENT INC.:165917","165917","20181115","9373459","SH"
0001059187:91324P102:468:20181108:1758:SH,13F-HR,"0001059187","91324P102","20181108:0001059187:91324P102:TWIN CAPITAL MANAGEMENT INC:468","468","20181108","1758","SH"
0001000275:337930705:8:20181114:250:SH,13F-HR,"0001000275","337930705","20181114:0001000275:337930705:ROYAL BANK OF CANADA:8","8","20181114","250","SH"
0001029730:756109104:689:20181114:12175:SH,13F-HR,"0001029730","756109104","20181114:0001029730:756109104:LADENBURG THALMANN FINANCIAL SERVICES INC.:689","689","20181114","12175","SH"
0000102909:G7665A101:427:20181114:22703:SH,13F-HR,"0000102909","G7665A101","20181114:0000102909:G7665A101:VANGUARD GROUP INC:427","427","20181114","22703","SH"
0001015083:34959E109:2109:20181031:22858:SH,13F-HR,"0001015083","34959E109","20181031:0001015083:34959E109:EMERALD ADVISERS INC/PA:2109","2109","20181031","22858","SH"
0000105495:949746101:33:20180716:600:SH,13F-HR,"0000105495","949746101","20180716:0000105495:949746101:WELCH & FORBES LLC:33","33","20180716","600","SH"
0001037389:550021109:143537:20180813:1610600:SH,13F-HR,"0001037389","550021109","20180813:0001037389:550021109:RENAISSANCE TECHNOLOGIES LLC:143537","143537","20180813","1610600","SH"
0001021249:25400W102:1835:20181113:1480187:SH,13F-HR,"0001021249","25400W102","20181113:0001021249:25400W102:UNITED SERVICES AUTOMOBILE ASSOCIATION:1835","1835","20181113","1480187","SH"
0001021642:715347100:6928:20181113:269350:SH,13F-HR,"0001021642","715347100","20181113:0001021642:715347100:VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.:6928","6928","20181113","269350","SH"
0001017918:441593100:62632:20180814:1222810:SH,13F-HR,"0001017918","441593100","20180814:0001017918:441593100:BAMCO INC /NY/:62632","62632","20180814","1222810","SH"
0001029730:G0585R106:14:20181114:341:SH,13F-HR,"0001029730","G0585R106","20181114:0001029730:G0585R106:LADENBURG THALMANN FINANCIAL SERVICES INC.:14","14","20181114","341","SH"
0000102909:45824V209:13:20181123:1300:SH,13F-HR/A,"0000102909","45824V209","20181123:0000102909:45824V209:VANGUARD GROUP INC:13","13","20181123","1300","SH"
0001008937:253868103:1831:20180710:16409:SH,13F-HR,"0001008937","253868103","20180710:0001008937:253868103:TRUST CO OF TOLEDO NA /OH/:1831","1831","20180710","16409","SH"
0001078013:631103108:284:20181115:3311:SH,13F-HR/A,"0001078013","631103108","20181115:0001078013:631103108:GREAT LAKES ADVISORS, LLC:284","284","20181115","3311","SH"
0000102909:781846209:12595:20181123:315738:SH,13F-HR/A,"0000102909","781846209","20181123:0000102909:781846209:VANGUARD GROUP INC:12595","12595","20181123","315738","SH"
0001027817:978097103:35635:20181113:912540:SH,13F-HR,"0001027817","978097103","20181113:0001027817:978097103:ATLANTA CAPITAL MANAGEMENT CO L L C:35635","35635","20181113","912540","SH"
0001078013:19625T101:792:20181115:35999:SH,13F-HR/A,"0001078013","19625T101","20181115:0001078013:19625T101:GREAT LAKES ADVISORS, LLC:792","792","20181115","35999","SH"
0000105495:443510607:550:20180716:5198:SH,13F-HR,"0000105495","443510607","20180716:0000105495:443510607:WELCH & FORBES LLC:550","550","20180716","5198","SH"
0001008322:608190104:43043:20181108:245469:SH,13F-HR,"0001008322","608190104","20181108:0001008322:608190104:THOMPSON SIEGEL & WALMSLEY LLC:43043","43043","20181108","245469","SH"
0001040188:83125X103:407:20181101:11072:SH,13F-HR,"0001040188","83125X103","20181101:0001040188:83125X103:VICTORY CAPITAL MANAGEMENT INC:407","407","20181101","11072","SH"
0000102909:25501G105:392:20181123:91662:SH,13F-HR/A,"0000102909","25501G105","20181123:0000102909:25501G105:VANGUARD GROUP INC:392","392","20181123","91662","SH"
0001085936:69336V101:6908:20181106:319800:SH,13F-HR,"0001085936","69336V101","20181106:0001085936:69336V101:SYSTEMATIC FINANCIAL MANAGEMENT LP:6908","6908","20181106","319800","SH"
0001084208:05566U108:4906:20180814:119917:SH,13F-HR,"0001084208","05566U108","20180814:0001084208:05566U108:RAYMOND JAMES & ASSOCIATES:4906","4906","20180814","119917","SH"
0001004244:88579Y101:2592:20181114:12303:SH,13F-HR,"0001004244","88579Y101","20181114:0001004244:88579Y101:NEW ENGLAND ASSET MANAGEMENT INC:2592","2592","20181114","12303","SH"
0001013536:099502106:10061:20180813:230071:SH,13F-HR,"0001013536","099502106","20180813:0001013536:099502106:AJO, LP:10061","10061","20180813","230071","SH"
0001037763:78464A367:16:20181005:600:SH,13F-HR,"0001037763","78464A367","20181005:0001037763:78464A367:OPTIMUM INVESTMENT ADVISORS:16","16","20181005","600","SH"
0001011659:56501R106:107:20181114:6008:SH,13F-HR,"0001011659","56501R106","20181114:0001011659:56501R106:MUFG Americas Holdings Corp:107","107","20181114","6008","SH"
0001021249:04351G101:224:20181113:48955:SH,13F-HR,"0001021249","04351G101","20181113:0001021249:04351G101:UNITED SERVICES AUTOMOBILE ASSOCIATION:224","224","20181113","48955","SH"
0001041283:862121100:104:20180710:3780:SH,13F-HR,"0001041283","862121100","20180710:0001041283:862121100:SPIRIT OF AMERICA MANAGEMENT CORP/NY:104","104","20180710","3780","SH"
0001008322:754212108:23:20180809:600:SH,13F-HR,"0001008322","754212108","20180809:0001008322:754212108:THOMPSON SIEGEL & WALMSLEY LLC:23","23","20180809","600","SH"
0001029730:92339V100:1854:20181114:255321:SH,13F-HR,"0001029730","92339V100","20181114:0001029730:92339V100:LADENBURG THALMANN FINANCIAL SERVICES INC.:1854","1854","20181114","255321","SH"
0001015083:01741R102:16099:20181031:544796:SH,13F-HR,"0001015083","01741R102","20181031:0001015083:01741R102:EMERALD ADVISERS INC/PA:16099","16099","20181031","544796","SH"
0001009076:148806102:69:20180808:1645:SH,13F-HR,"0001009076","148806102","20180808:0001009076:148806102:COMMERCE BANK:69","69","20180808","1645","SH"
0001084208:14057J101:263:20180814:20022:SH,13F-HR,"0001084208","14057J101","20180814:0001084208:14057J101:RAYMOND JAMES & ASSOCIATES:263","263","20180814","20022","SH"
0000102909:767836307:105:20181123:56210:SH,13F-HR/A,"0000102909","767836307","20181123:0000102909:767836307:VANGUARD GROUP INC:105","105","20181123","56210","SH"
0001033324:72941B106:288:20181113:9000:SH,13F-HR,"0001033324","72941B106","20181113:0001033324:72941B106:FUKOKU MUTUAL LIFE INSURANCE Co:288","288","20181113","9000","SH"
0000102909:29664W105:124:20181114:2800:SH,13F-HR,"0000102909","29664W105","20181114:0000102909:29664W105:VANGUARD GROUP INC:124","124","20181114","2800","SH"
0000102909:904311107:1034:20181114:48732:SH,13F-HR,"0000102909","904311107","20181114:0000102909:904311107:VANGUARD GROUP INC:1034","1034","20181114","48732","SH"
0001000275:266605104:5:20181114:4204:SH,13F-HR,"0001000275","266605104","20181114:0001000275:266605104:ROYAL BANK OF CANADA:5","5","20181114","4204","SH"
0001029730:278279104:178:20181114:12191:SH,13F-HR,"0001029730","278279104","20181114:0001029730:278279104:LADENBURG THALMANN FINANCIAL SERVICES INC.:178","178","20181114","12191","SH"
0001029730:015857105:4:20181114:377:SH,13F-HR,"0001029730","015857105","20181114:0001029730:015857105:LADENBURG THALMANN FINANCIAL SERVICES INC.:4","4","20181114","377","SH"
0001449434:037638103:81:20181114:5236:SH,13F-HR,"0001449434","037638103","20181114:0001449434:037638103:Apollo Management Holdings, L.P.:81","81","20181114","5236","SH"
0001002784:418056107:1284:20181114:12218:SH,13F-HR,"0001002784","418056107","20181114:0001002784:418056107:SHELTON CAPITAL MANAGEMENT:1284","1284","20181114","12218","SH"
0000102909:339750101:150:20181123:4978:SH,13F-HR/A,"0000102909","339750101","20181123:0000102909:339750101:VANGUARD GROUP INC:150","150","20181123","4978","SH"
0001080628:78464A300:421:20181114:6169:SH,13F-HR,"0001080628","78464A300","20181114:0001080628:78464A300:COLONY GROUP LLC:421","421","20181114","6169","SH"
0001029730:674215108:2:20181114:163:SH,13F-HR,"0001029730","674215108","20181114:0001029730:674215108:LADENBURG THALMANN FINANCIAL SERVICES INC.:2","2","20181114","163","SH"
0001084208:002896207:1972:20180814:80563:SH,13F-HR,"0001084208","002896207","20180814:0001084208:002896207:RAYMOND JAMES & ASSOCIATES:1972","1972","20180814","80563","SH"
0001037389:75025X100:1925:20181113:325700:SH,13F-HR,"0001037389","75025X100","20181113:0001037389:75025X100:RENAISSANCE TECHNOLOGIES LLC:1925","1925","20181113","325700","SH"
0001037763:46137V266:129:20181005:1126:SH,13F-HR,"0001037763","46137V266","20181005:0001037763:46137V266:OPTIMUM INVESTMENT ADVISORS:129","129","20181005","1126","SH"
0001029730:15201P109:9:20181114:323:SH,13F-HR,"0001029730","15201P109","20181114:0001029730:15201P109:LADENBURG THALMANN FINANCIAL SERVICES INC.:9","9","20181114","323","SH"
0000102909:98400J108:81:20181114:5700:SH,13F-HR,"0000102909","98400J108","20181114:0000102909:98400J108:VANGUARD GROUP INC:81","81","20181114","5700","SH"
0001000275:053611109:439:20181114:4055:SH,13F-HR,"0001000275","053611109","20181114:0001000275:053611109:ROYAL BANK OF CANADA:439","439","20181114","4055","SH"
0001084208:02364W105:1715:20180814:102924:SH,13F-HR,"0001084208","02364W105","20180814:0001084208:02364W105:RAYMOND JAMES & ASSOCIATES:1715","1715","20180814","102924","SH"
0001009076:00971T101:256:20180808:3501:SH,13F-HR,"0001009076","00971T101","20180808:0001009076:00971T101:COMMERCE BANK:256","256","20180808","3501","SH"
0001002784:370334104:261:20181114:6083:SH,13F-HR,"0001002784","370334104","20181114:0001002784:370334104:SHELTON CAPITAL MANAGEMENT:261","261","20181114","6083","SH"
0001001085:29250X103:13630:20181114:1248143:SH,13F-HR,"0001001085","29250X103","20181114:0001001085:29250X103:BROOKFIELD ASSET MANAGEMENT INC.:13630","13630","20181114","1248143","SH"
0001102578:452308109:23:20180813:163:SH,13F-HR,"0001102578","452308109","20180813:0001102578:452308109:EARNEST PARTNERS LLC:23","23","20180813","163","SH"
0001084208:05464C101:5160:20180814:81666:SH,13F-HR,"0001084208","05464C101","20180814:0001084208:05464C101:RAYMOND JAMES & ASSOCIATES:5160","5160","20180814","81666","SH"
0001000275:285512109:72:20181114:600:SH,13F-HR,"0001000275","285512109","20181114:0001000275:285512109:ROYAL BANK OF CANADA:72","72","20181114","600","SH"
0000102909:084423102:728051:20181123:9108603:SH,13F-HR/A,"0000102909","084423102","20181123:0000102909:084423102:VANGUARD GROUP INC:728051","728051","20181123","9108603","SH"
0000102909:42727J102:321:20181114:21630:SH,13F-HR,"0000102909","42727J102","20181114:0000102909:42727J102:VANGUARD GROUP INC:321","321","20181114","21630","SH"
0000102909:05971J102:278254:20181123:8509305:SH,13F-HR/A,"0000102909","05971J102","20181123:0000102909:05971J102:VANGUARD GROUP INC:278254","278254","20181123","8509305","SH"
0001000275:099502106:1782:20181114:35898:SH,13F-HR,"0001000275","099502106","20181114:0001000275:099502106:ROYAL BANK OF CANADA:1782","1782","20181114","35898","SH"
0001123274:46090E103:42713:20181107:229900:SH,13F-HR,"0001123274","46090E103","20181107:0001123274:46090E103:Pictet & Cie (Europe) SA:42713","42713","20181107","229900","SH"
0001029730:80105N113:0:20181114:50:SH,13F-HR,"0001029730","80105N113","20181114:0001029730:80105N113:LADENBURG THALMANN FINANCIAL SERVICES INC.:0","0","20181114","50","SH"
0001033324:548661107:425:20181113:3700:SH,13F-HR,"0001033324","548661107","20181113:0001033324:548661107:FUKOKU MUTUAL LIFE INSURANCE Co:425","425","20181113","3700","SH"
0000102909:075896100:182942:20181114:12196146:SH,13F-HR,"0000102909","075896100","20181114:0000102909:075896100:VANGUARD GROUP INC:182942","182942","20181114","12196146","SH"
0000102909:84763A108:3225:20181114:191987:SH,13F-HR,"0000102909","84763A108","20181114:0000102909:84763A108:VANGUARD GROUP INC:3225","3225","20181114","191987","SH"
0000102909:302301106:40:20181123:3700:SH,13F-HR/A,"0000102909","302301106","20181123:0000102909:302301106:VANGUARD GROUP INC:40","40","20181123","3700","SH"
0000102909:929328102:1671:20181114:35434:SH,13F-HR,"0000102909","929328102","20181114:0000102909:929328102:VANGUARD GROUP INC:1671","1671","20181114","35434","SH"
0001007399:67059N108:7248:20180808:140541:SH,13F-HR,"0001007399","67059N108","20180808:0001007399:67059N108:WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC:7248","7248","20180808","140541","SH"
0001010873:151020104:1207:20180716:15200:SH,13F-HR,"0001010873","151020104","20180716:0001010873:151020104:FRANKLIN STREET ADVISORS INC /NC:1207","1207","20180716","15200","SH"
0001021223:40415F101:2638:20181113:28030:SH,13F-HR,"0001021223","40415F101","20181113:0001021223:40415F101:KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC:2638","2638","20181113","28030","SH"
0001007295:277432100:229:20181115:2392:SH,13F-HR,"0001007295","277432100","20181115:0001007295:277432100:BRIDGES INVESTMENT MANAGEMENT INC:229","229","20181115","2392","SH"
0001037763:126408103:96:20181005:1300:SH,13F-HR,"0001037763","126408103","20181005:0001037763:126408103:OPTIMUM INVESTMENT ADVISORS:96","96","20181005","1300","SH"
0001040188:20825C104:5309:20181101:68591:SH,13F-HR,"0001040188","20825C104","20181101:0001040188:20825C104:VICTORY CAPITAL MANAGEMENT INC:5309","5309","20181101","68591","SH"
0001002912:252131107:115:20180802:1215:SH,13F-HR,"0001002912","252131107","20180802:0001002912:252131107:SHINE INVESTMENT ADVISORY SERVICES INC:115","115","20180802","1215","SH"
0000102909:56155L108:23563:20181123:809715:SH,13F-HR/A,"0000102909","56155L108","20181123:0000102909:56155L108:VANGUARD GROUP INC:23563","23563","20181123","809715","SH"
0001037389:85569C107:8315:20180813:850200:SH,13F-HR,"0001037389","85569C107","20180813:0001037389:85569C107:RENAISSANCE TECHNOLOGIES LLC:8315","8315","20180813","850200","SH"
0001029730:33739P202:23:20181114:616:SH,13F-HR,"0001029730","33739P202","20181114:0001029730:33739P202:LADENBURG THALMANN FINANCIAL SERVICES INC.:23","23","20181114","616","SH"
0000102909:552676108:1162:20181123:39272:SH,13F-HR/A,"0000102909","552676108","20181123:0000102909:552676108:VANGUARD GROUP INC:1162","1162","20181123","39272","SH"
0001009003:02209s103:763:20181025:12652:SH,13F-HR,"0001009003","02209s103","20181025:0001009003:02209s103:EXCALIBUR MANAGEMENT CORP:763","763","20181025","12652","SH"
0001009003:718172109:933:20181025:11441:SH,13F-HR,"0001009003","718172109","20181025:0001009003:718172109:EXCALIBUR MANAGEMENT CORP:933","933","20181025","11441","SH"
0001426266:359694106:13156:20181113:254616:SH,13F-HR,"0001426266","359694106","20181113:0001426266:359694106:RK Capital Management, LLC:13156","13156","20181113","254616","SH"
0001040188:371559105:220:20180802:2702:SH,13F-HR,"0001040188","371559105","20180802:0001040188:371559105:VICTORY CAPITAL MANAGEMENT INC:220","220","20180802","2702","SH"
0001054074:58933Y105:167:20181106:2353:SH,13F-HR,"0001054074","58933Y105","20181106:0001054074:58933Y105:BESSEMER GROUP INC:167","167","20181106","2353","SH"
0001009016:80105N105:3499:20180727:87444:SH,13F-HR,"0001009016","80105N105","20180727:0001009016:80105N105:FORT WASHINGTON INVESTMENT ADVISORS INC /OH/:3499","3499","20180727","87444","SH"
0000102909:87265H109:165385:20181123:13337523:SH,13F-HR/A,"0000102909","87265H109","20181123:0000102909:87265H109:VANGUARD GROUP INC:165385","165385","20181123","13337523","SH"
0001009207:25754A201:14306:20180814:50700:SH,13F-HR,"0001009207","25754A201","20180814:0001009207:25754A201:D. E. Shaw & Co., Inc.:14306","14306","20180814","50700","SH"
0001007295:084670702:31309:20180815:167741:SH,13F-HR,"0001007295","084670702","20180815:0001007295:084670702:BRIDGES INVESTMENT MANAGEMENT INC:31309","31309","20180815","167741","SH"
0000102909:731068102:2610:20181114:25854:SH,13F-HR,"0000102909","731068102","20181114:0000102909:731068102:VANGUARD GROUP INC:2610","2610","20181114","25854","SH"
0001088950:436106108:228:20181016:3257:SH,13F-HR,"0001088950","436106108","20181016:0001088950:436106108:RAYMOND JAMES TRUST N.A.:228","228","20181016","3257","SH"
0001000097:126650100:13629:20181114:173136:SH,13F-HR,"0001000097","126650100","20181114:0001000097:126650100:KINGDON CAPITAL MANAGEMENT, L.L.C.:13629","13629","20181114","173136","SH"
0001008322:86858W200:8:20180809:2833:SH,13F-HR,"0001008322","86858W200","20180809:0001008322:86858W200:THOMPSON SIEGEL & WALMSLEY LLC:8","8","20180809","2833","SH"
0001086763:115637209:1696:20181113:33550:SH,13F-HR,"0001086763","115637209","20181113:0001086763:115637209:FIRST FOUNDATION ADVISORS:1696","1696","20181113","33550","SH"
0001025835:16945R104:3:20181026:269:SH,13F-HR,"0001025835","16945R104","20181026:0001025835:16945R104:ENTERPRISE FINANCIAL SERVICES CORP:3","3","20181026","269","SH"
0001029730:060505104:383:20181114:12928:SH,13F-HR,"0001029730","060505104","20181114:0001029730:060505104:LADENBURG THALMANN FINANCIAL SERVICES INC.:383","383","20181114","12928","SH"
0001054074:026874784:65:20181106:1226:SH,13F-HR,"0001054074","026874784","20181106:0001054074:026874784:BESSEMER GROUP INC:65","65","20181106","1226","SH"
0001056559:17275R102:16:20181029:325:SH,13F-HR,"0001056559","17275R102","20181029:0001056559:17275R102:NORTH STAR ASSET MANAGEMENT INC:16","16","20181029","325","SH"
0001084208:33738R100:5335:20180814:291689:SH,13F-HR,"0001084208","33738R100","20180814:0001084208:33738R100:RAYMOND JAMES & ASSOCIATES:5335","5335","20180814","291689","SH"
0001001085:62942X306:8789:20181115:515500:SH,13F-HR/A,"0001001085","62942X306","20181115:0001001085:62942X306:BROOKFIELD ASSET MANAGEMENT INC.:8789","8789","20181115","515500","SH"
0001084208:58502B106:563:20180814:13019:SH,13F-HR,"0001084208","58502B106","20180814:0001084208:58502B106:RAYMOND JAMES & ASSOCIATES:563","563","20180814","13019","SH"
0001029730:78464A789:66:20181114:2066:SH,13F-HR,"0001029730","78464A789","20181114:0001029730:78464A789:LADENBURG THALMANN FINANCIAL SERVICES INC.:66","66","20181114","2066","SH"
0001102578:G7496G103:36084:20180813:299903:SH,13F-HR,"0001102578","G7496G103","20180813:0001102578:G7496G103:EARNEST PARTNERS LLC:36084","36084","20180813","299903","SH"
0001037389:831865209:14634:20181113:274200:SH,13F-HR,"0001037389","831865209","20181113:0001037389:831865209:RENAISSANCE TECHNOLOGIES LLC:14634","14634","20181113","274200","SH"
0001037763:804395101:233:20181005:4350:SH,13F-HR,"0001037763","804395101","20181005:0001037763:804395101:OPTIMUM INVESTMENT ADVISORS:233","233","20181005","4350","SH"
0001029730:97382A309:1:20181114:179:SH,13F-HR,"0001029730","97382A309","20181114:0001029730:97382A309:LADENBURG THALMANN FINANCIAL SERVICES INC.:1","1","20181114","179","SH"
0001039765:126650100:962:20180810:14952:SH,13F-HR,"0001039765","126650100","20180810:0001039765:126650100:ING GROEP NV:962","962","20180810","14952","SH"
0001002784:57636q104:1653:20181114:7425:SH,13F-HR,"0001002784","57636q104","20181114:0001002784:57636q104:SHELTON CAPITAL MANAGEMENT:1653","1653","20181114","7425","SH"
0001009076:149150104:580:20180808:14320:SH,13F-HR,"0001009076","149150104","20180808:0001009076:149150104:COMMERCE BANK:580","580","20180808","14320","SH"
0000102909:770323103:1610:20181123:22877:SH,13F-HR/A,"0000102909","770323103","20181123:0000102909:770323103:VANGUARD GROUP INC:1610","1610","20181123","22877","SH"
0001029730:336920103:768:20181114:10339:SH,13F-HR,"0001029730","336920103","20181114:0001029730:336920103:LADENBURG THALMANN FINANCIAL SERVICES INC.:768","768","20181114","10339","SH"
0001011659:038222105:11114:20180810:240620:SH,13F-HR,"0001011659","038222105","20180810:0001011659:038222105:MUFG Americas Holdings Corp:11114","11114","20180810","240620","SH"
0000102909:89055F103:196585:20181123:3459794:SH,13F-HR/A,"0000102909","89055F103","20181123:0000102909:89055F103:VANGUARD GROUP INC:196585","196585","20181123","3459794","SH"
0001088950:30224P200:98:20181016:4828:SH,13F-HR,"0001088950","30224P200","20181016:0001088950:30224P200:RAYMOND JAMES TRUST N.A.:98","98","20181016","4828","SH"
0001009076:45780R101:33:20180808:575:SH,13F-HR,"0001009076","45780R101","20180808:0001009076:45780R101:COMMERCE BANK:33","33","20180808","575","SH"
0001167456:14964U108:181500:20180814:2098271:SH,13F-HR,"0001167456","14964U108","20180814:0001167456:14964U108:CNH PARTNERS LLC:181500","181500","20180814","2098271","SH"
0001054074:594972408:1308:20181106:9300:SH,13F-HR,"0001054074","594972408","20181106:0001054074:594972408:BESSEMER GROUP INC:1308","1308","20181106","9300","SH"
0001021223:741511109:88729:20181113:1096085:SH,13F-HR,"0001021223","741511109","20181113:0001021223:741511109:KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC:88729","88729","20181113","1096085","SH"
0001009076:50540R409:920:20180808:5125:SH,13F-HR,"0001009076","50540R409","20180808:0001009076:50540R409:COMMERCE BANK:920","920","20180808","5125","SH"
0001009215:H84989104:1099:20181113:12505:SH,13F-HR,"0001009215","H84989104","20181113:0001009215:H84989104:COLUMBIA PARTNERS L.L.C. INVESTMENT MANAGEMENT:1099","1099","20181113","12505","SH"
0000102909:14912Y202:73:20181123:6404:SH,13F-HR/A,"0000102909","14912Y202","20181123:0000102909:14912Y202:VANGUARD GROUP INC:73","73","20181123","6404","SH"
0001537276:45866F104:1331:20181113:17771:SH,13F-HR,"0001537276","45866F104","20181113:0001537276:45866F104:PHH Investments, Ltd.:1331","1331","20181113","17771","SH"
0001029730:46138E651:424:20181114:16529:SH,13F-HR,"0001029730","46138E651","20181114:0001029730:46138E651:LADENBURG THALMANN FINANCIAL SERVICES INC.:424","424","20181114","16529","SH"
0001076598:69360J107:266:20181115:2352:SH,13F-HR/A,"0001076598","69360J107","20181115:0001076598:69360J107:EATON VANCE MANAGEMENT:266","266","20181115","2352","SH"
