~id,~label,~from,~to,relationshipkey:String,value:String,effectivedate:String,sshPrnamt:String,sshPrnamtType:String
0001008322:001744101:238:20181108:4350:SH,13F-HR,"0001008322","001744101","20181108:0001008322:001744101:THOMPSON SIEGEL & WALMSLEY LLC:238","238","20181108","4350","SH"
0001020580:166764100:1180:20181030:9651:SH,13F-HR,"0001020580","166764100","20181030:0001020580:166764100:KEATING INVESTMENT COUNSELORS INC:1180","1180","20181030","9651","SH"
0001009076:78486Q101:300:20180808:1038:SH,13F-HR,"0001009076","78486Q101","20180808:0001009076:78486Q101:COMMERCE BANK:300","300","20180808","1038","SH"
0001026710:M81873107:4341:20181113:164001:SH,13F-HR,"0001026710","M81873107","20181113:0001026710:M81873107:GRANAHAN INVESTMENT MANAGEMENT INC/MA:4341","4341","20181113","164001","SH"
0001102578:759351604:139004:20180813:1041384:SH,13F-HR,"0001102578","759351604","20180813:0001102578:759351604:EARNEST PARTNERS LLC:139004","139004","20180813","1041384","SH"
0000102909:120076104:5016:20181114:554236:SH,13F-HR,"0000102909","120076104","20181114:0000102909:120076104:VANGUARD GROUP INC:5016","5016","20181114","554236","SH"
0001115418:01748X102:3985:20181107:31427:SH,13F-HR,"0001115418","01748X102","20181107:0001115418:01748X102:RHUMBLINE ADVISERS:3985","3985","20181107","31427","SH"
0000102909:69366J200:164:20181114:3500:SH,13F-HR,"0000102909","69366J200","20181114:0000102909:69366J200:VANGUARD GROUP INC:164","164","20181114","3500","SH"
0001506796:110122108:910:20181004:14652:SH,13F-HR,"0001506796","110122108","20181004:0001506796:110122108:American Research & Management Co.:910","910","20181004","14652","SH"
0000102909:04316A108:3104:20181123:95803:SH,13F-HR/A,"0000102909","04316A108","20181123:0000102909:04316A108:VANGUARD GROUP INC:3104","3104","20181123","95803","SH"
0001029311:319716106:4315:20181113:334777:SH,13F-HR,"0001029311","319716106","20181113:0001029311:319716106:BANC FUNDS CO LLC:4315","4315","20181113","334777","SH"
0000102909:7591EP100:19079:20181123:1039722:SH,13F-HR/A,"0000102909","7591EP100","20181123:0000102909:7591EP100:VANGUARD GROUP INC:19079","19079","20181123","1039722","SH"
0000102909:032095101:28407:20181114:302136:SH,13F-HR,"0000102909","032095101","20181114:0000102909:032095101:VANGUARD GROUP INC:28407","28407","20181114","302136","SH"
0001056859:46590V100:5480:20181009:162557:SH,13F-HR/A,"0001056859","46590V100","20181009:0001056859:46590V100:CHILTON CAPITAL MANAGEMENT LLC:5480","5480","20181009","162557","SH"
0000102909:03762U105:1990:20181123:105450:SH,13F-HR/A,"0000102909","03762U105","20181123:0000102909:03762U105:VANGUARD GROUP INC:1990","1990","20181123","105450","SH"
0001021642:57636Q104:8292:20181113:37250:SH,13F-HR,"0001021642","57636Q104","20181113:0001021642:57636Q104:VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.:8292","8292","20181113","37250","SH"
0001076598:01609W102:55346:20181115:301546:SH,13F-HR/A,"0001076598","01609W102","20181115:0001076598:01609W102:EATON VANCE MANAGEMENT:55346","55346","20181115","301546","SH"
0001018331:410345102:2070:20180814:94013:SH,13F-HR,"0001018331","410345102","20180814:0001018331:410345102:NATIXIS ADVISORS, L.P.:2070","2070","20180814","94013","SH"
0001081407:054303102:959:20180810:592000:SH,13F-HR,"0001081407","054303102","20180810:0001081407:054303102:GABELLI FUNDS LLC:959","959","20180810","592000","SH"
0001082491:02209S103:647:20181101:10728:SH,13F-HR,"0001082491","02209S103","20181101:0001082491:02209S103:CONDOR CAPITAL MANAGEMENT:647","647","20181101","10728","SH"
0001034771:744320102:1779:20181109:17555:SH,13F-HR,"0001034771","744320102","20181109:0001034771:744320102:INTRUST BANK NA:1779","1779","20181109","17555","SH"
0001440771:608550109:2039:20181113:378295:SH,13F-HR,"0001440771","608550109","20181113:0001440771:608550109:Stonepine Capital Management, LLC:2039","2039","20181113","378295","SH"
0001005607:11135F101:6865:20181026:27825:SH,13F-HR,"0001005607","11135F101","20181026:0001005607:11135F101:OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC:6865","6865","20181026","27825","SH"
0001179392:253031108:1247:20181114:81719:SH,13F-HR,"0001179392","253031108","20181114:0001179392:253031108:TWO SIGMA INVESTMENTS, LP:1247","1247","20181114","81719","SH"
0001009076:745867101:368:20181102:14841:SH,13F-HR,"0001009076","745867101","20181102:0001009076:745867101:COMMERCE BANK:368","368","20181102","14841","SH"
0001050463:237194105:6749:20180813:63039:SH,13F-HR,"0001050463","237194105","20180813:0001050463:237194105:MORGAN DEMPSEY CAPITAL MANAGEMENT LLC:6749","6749","20180813","63039","SH"
0001616654:483007704:117:20181009:1076:SH,13F-HR,"0001616654","483007704","20181009:0001616654:483007704:NEXT Financial Group, Inc:117","117","20181009","1076","SH"
0001021223:904784709:2644:20181113:47598:SH,13F-HR,"0001021223","904784709","20181113:0001021223:904784709:KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC:2644","2644","20181113","47598","SH"
0000102909:784305104:715:20181114:11700:SH,13F-HR,"0000102909","784305104","20181114:0000102909:784305104:VANGUARD GROUP INC:715","715","20181114","11700","SH"
0001029730:171779309:17:20181114:529:SH,13F-HR,"0001029730","171779309","20181114:0001029730:171779309:LADENBURG THALMANN FINANCIAL SERVICES INC.:17","17","20181114","529","SH"
0000102909:516012101:13975:20181114:2942174:SH,13F-HR,"0000102909","516012101","20181114:0000102909:516012101:VANGUARD GROUP INC:13975","13975","20181114","2942174","SH"
0001029730:78464A417:238:20181114:6603:SH,13F-HR,"0001029730","78464A417","20181114:0001029730:78464A417:LADENBURG THALMANN FINANCIAL SERVICES INC.:238","238","20181114","6603","SH"
0000102909:691497309:2976:20181123:32993:SH,13F-HR/A,"0000102909","691497309","20181123:0000102909:691497309:VANGUARD GROUP INC:2976","2976","20181123","32993","SH"
0001002784:845467109:337:20181114:65965:SH,13F-HR,"0001002784","845467109","20181114:0001002784:845467109:SHELTON CAPITAL MANAGEMENT:337","337","20181114","65965","SH"
0001039765:445658107:269:20180810:2212:SH,13F-HR,"0001039765","445658107","20180810:0001039765:445658107:ING GROEP NV:269","269","20180810","2212","SH"
0001029730:478160104:3541:20181114:25628:SH,13F-HR,"0001029730","478160104","20181114:0001029730:478160104:LADENBURG THALMANN FINANCIAL SERVICES INC.:3541","3541","20181114","25628","SH"
0001029730:037612306:10:20181114:300:SH,13F-HR,"0001029730","037612306","20181114:0001029730:037612306:LADENBURG THALMANN FINANCIAL SERVICES INC.:10","10","20181114","300","SH"
0001029730:857477103:67:20181114:791:SH,13F-HR,"0001029730","857477103","20181114:0001029730:857477103:LADENBURG THALMANN FINANCIAL SERVICES INC.:67","67","20181114","791","SH"
0000102909:929566107:104:20181123:5727:SH,13F-HR/A,"0000102909","929566107","20181123:0000102909:929566107:VANGUARD GROUP INC:104","104","20181123","5727","SH"
0000102909:14149Y108:5005:20181123:92678:SH,13F-HR/A,"0000102909","14149Y108","20181123:0000102909:14149Y108:VANGUARD GROUP INC:5005","5005","20181123","92678","SH"
0001029730:032095101:5:20181114:52:SH,13F-HR,"0001029730","032095101","20181114:0001029730:032095101:LADENBURG THALMANN FINANCIAL SERVICES INC.:5","5","20181114","52","SH"
0001008322:147528103:3595:20181108:27847:SH,13F-HR,"0001008322","147528103","20181108:0001008322:147528103:THOMPSON SIEGEL & WALMSLEY LLC:3595","3595","20181108","27847","SH"
0001088950:91325V108:424:20181016:21057:SH,13F-HR,"0001088950","91325V108","20181016:0001088950:91325V108:RAYMOND JAMES TRUST N.A.:424","424","20181016","21057","SH"
0000102909:98973P101:853:20181123:266409:SH,13F-HR/A,"0000102909","98973P101","20181123:0000102909:98973P101:VANGUARD GROUP INC:853","853","20181123","266409","SH"
0000102909:74164M108:456:20181123:3780:SH,13F-HR/A,"0000102909","74164M108","20181123:0000102909:74164M108:VANGUARD GROUP INC:456","456","20181123","3780","SH"
0001506796:89151E109:18:20181004:274:SH,13F-HR,"0001506796","89151E109","20181004:0001506796:89151E109:American Research & Management Co.:18","18","20181004","274","SH"
0001008322:46284V101:1:20180809:33:SH,13F-HR,"0001008322","46284V101","20180809:0001008322:46284V101:THOMPSON SIEGEL & WALMSLEY LLC:1","1","20180809","33","SH"
0001084208:67076E107:211:20180814:21500:SH,13F-HR,"0001084208","67076E107","20180814:0001084208:67076E107:RAYMOND JAMES & ASSOCIATES:211","211","20180814","21500","SH"
0001540826:29355X107:3253:20181026:44600:SH,13F-HR,"0001540826","29355X107","20181026:0001540826:29355X107:EULAV Asset Management:3253","3253","20181026","44600","SH"
0001039765:387328107:319:20181106:6985:SH,13F-HR,"0001039765","387328107","20181106:0001039765:387328107:ING GROEP NV:319","319","20181106","6985","SH"
0001040188:72346Q104:1614:20180802:26300:SH,13F-HR,"0001040188","72346Q104","20180802:0001040188:72346Q104:VICTORY CAPITAL MANAGEMENT INC:1614","1614","20180802","26300","SH"
0001029730:78464A631:2761:20181114:27733:SH,13F-HR,"0001029730","78464A631","20181114:0001029730:78464A631:LADENBURG THALMANN FINANCIAL SERVICES INC.:2761","2761","20181114","27733","SH"
0001040188:29404K106:32750:20181101:537318:SH,13F-HR,"0001040188","29404K106","20181101:0001040188:29404K106:VICTORY CAPITAL MANAGEMENT INC:32750","32750","20181101","537318","SH"
0001091923:871829107:3235:20180815:47368:SH,13F-HR,"0001091923","871829107","20180815:0001091923:871829107:PENINSULA ASSET MANAGEMENT INC:3235","3235","20180815","47368","SH"
0000102909:092113109:1119:20181123:19261:SH,13F-HR/A,"0000102909","092113109","20181123:0000102909:092113109:VANGUARD GROUP INC:1119","1119","20181123","19261","SH"
0001033324:872590104:140:20181113:2000:SH,13F-HR,"0001033324","872590104","20181113:0001033324:872590104:FUKOKU MUTUAL LIFE INSURANCE Co:140","140","20181113","2000","SH"
0001207017:30161Q104:4995:20180813:232120:SH,13F-HR,"0001207017","30161Q104","20180813:0001207017:30161Q104:LAZARD ASSET MANAGEMENT LLC:4995","4995","20180813","232120","SH"
0001005817:918204108:168:20181018:1798:SH,13F-HR,"0001005817","918204108","20181018:0001005817:918204108:TOMPKINS FINANCIAL CORP:168","168","20181018","1798","SH"
0001008322:46428R107:1:20180809:50:SH,13F-HR,"0001008322","46428R107","20180809:0001008322:46428R107:THOMPSON SIEGEL & WALMSLEY LLC:1","1","20180809","50","SH"
0001597694:855244109:2079:20181113:36574:SH,13F-HR,"0001597694","855244109","20181113:0001597694:855244109:MUFG Securities EMEA plc:2079","2079","20181113","36574","SH"
0001029730:53220K504:7:20181114:24:SH,13F-HR,"0001029730","53220K504","20181114:0001029730:53220K504:LADENBURG THALMANN FINANCIAL SERVICES INC.:7","7","20181114","24","SH"
0001207017:12504L109:3845:20180813:80552:SH,13F-HR,"0001207017","12504L109","20180813:0001207017:12504L109:LAZARD ASSET MANAGEMENT LLC:3845","3845","20180813","80552","SH"
0001037763:316773100:0:20181005:500:SH,13F-HR,"0001037763","316773100","20181005:0001037763:316773100:OPTIMUM INVESTMENT ADVISORS:0","0","20181005","500","SH"
0001015079:G3323L100:1433:20181109:30974:SH,13F-HR,"0001015079","G3323L100","20181109:0001015079:G3323L100:BRANDES INVESTMENT PARTNERS, LP:1433","1433","20181109","30974","SH"
0000102909:86858W200:1912:20181123:659417:SH,13F-HR/A,"0000102909","86858W200","20181123:0000102909:86858W200:VANGUARD GROUP INC:1912","1912","20181123","659417","SH"
0001005607:939330106:437:20181026:9365:SH,13F-HR,"0001005607","939330106","20181026:0001005607:939330106:OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC:437","437","20181026","9365","SH"
0001054074:69318J100:762:20181106:19600:SH,13F-HR,"0001054074","69318J100","20181106:0001054074:69318J100:BESSEMER GROUP INC:762","762","20181106","19600","SH"
0000102909:049560105:1086759:20181123:11572342:SH,13F-HR/A,"0000102909","049560105","20181123:0000102909:049560105:VANGUARD GROUP INC:1086759","1086759","20181123","11572342","SH"
0000102909:12477X106:41:20181114:1800:SH,13F-HR,"0000102909","12477X106","20181114:0000102909:12477X106:VANGUARD GROUP INC:41","41","20181114","1800","SH"
0001029730:464287564:256:20181114:2553:SH,13F-HR,"0001029730","464287564","20181114:0001029730:464287564:LADENBURG THALMANN FINANCIAL SERVICES INC.:256","256","20181114","2553","SH"
0001506796:149123101:50:20181004:325:SH,13F-HR,"0001506796","149123101","20181004:0001506796:149123101:American Research & Management Co.:50","50","20181004","325","SH"
0001021926:369550108:5367:20181102:26216:SH,13F-HR,"0001021926","369550108","20181102:0001021926:369550108:CIBC Asset Management Inc:5367","5367","20181102","26216","SH"
0001056549:16411R208:114668:20181109:1650142:SH,13F-HR,"0001056549","16411R208","20181109:0001056549:16411R208:FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC:114668","114668","20181109","1650142","SH"
0000102909:91732J102:93051:20181123:1261702:SH,13F-HR/A,"0000102909","91732J102","20181123:0000102909:91732J102:VANGUARD GROUP INC:93051","93051","20181123","1261702","SH"
0000102909:15234Q108:11095:20181114:2465513:SH,13F-HR,"0000102909","15234Q108","20181114:0000102909:15234Q108:VANGUARD GROUP INC:11095","11095","20181114","2465513","SH"
0001034771:25746U109:397:20181109:5647:SH,13F-HR,"0001034771","25746U109","20181109:0001034771:25746U109:INTRUST BANK NA:397","397","20181109","5647","SH"
0000102909:G39637205:63:20181123:6421:SH,13F-HR/A,"0000102909","G39637205","20181123:0000102909:G39637205:VANGUARD GROUP INC:63","63","20181123","6421","SH"
0001037389:65406E102:4070:20180813:73900:SH,13F-HR,"0001037389","65406E102","20180813:0001037389:65406E102:RENAISSANCE TECHNOLOGIES LLC:4070","4070","20180813","73900","SH"
0000102909:G06242104:2213:20181114:23015:SH,13F-HR,"0000102909","G06242104","20181114:0000102909:G06242104:VANGUARD GROUP INC:2213","2213","20181114","23015","SH"
0000102909:800677106:177:20181123:10455:SH,13F-HR/A,"0000102909","800677106","20181123:0000102909:800677106:VANGUARD GROUP INC:177","177","20181123","10455","SH"
0001029730:67059N108:11:20181114:256:SH,13F-HR,"0001029730","67059N108","20181114:0001029730:67059N108:LADENBURG THALMANN FINANCIAL SERVICES INC.:11","11","20181114","256","SH"
0001009076:216648402:25662:20181102:92591:SH,13F-HR,"0001009076","216648402","20181102:0001009076:216648402:COMMERCE BANK:25662","25662","20181102","92591","SH"
0001015083:48576U106:9537:20180731:561317:SH,13F-HR,"0001015083","48576U106","20180731:0001015083:48576U106:EMERALD ADVISERS INC/PA:9537","9537","20180731","561317","SH"
0001029730:744573106:1293:20181114:24494:SH,13F-HR,"0001029730","744573106","20181114:0001029730:744573106:LADENBURG THALMANN FINANCIAL SERVICES INC.:1293","1293","20181114","24494","SH"
0001029730:156700106:979:20181114:46187:SH,13F-HR,"0001029730","156700106","20181114:0001029730:156700106:LADENBURG THALMANN FINANCIAL SERVICES INC.:979","979","20181114","46187","SH"
0001009950:73278L105:304:20181101:1824:SH,13F-HR,"0001009950","73278L105","20181101:0001009950:73278L105:FCG ADVISORS, LLC:304","304","20181101","1824","SH"
0001021258:11135F101:17:20181026:70:SH,13F-HR,"0001021258","11135F101","20181026:0001021258:11135F101:BALDWIN BROTHERS INC/MA:17","17","20181026","70","SH"
0001445891:854502101:234:20181109:1600:SH,13F-HR,"0001445891","854502101","20181109:0001445891:854502101:Eagle Ridge Investment Management:234","234","20181109","1600","SH"
0001027796:053774105:82858:20181109:2578026:SH,13F-HR,"0001027796","053774105","20181109:0001027796:053774105:PZENA INVESTMENT MANAGEMENT LLC:82858","82858","20181109","2578026","SH"
0001009016:22282E102:172:20181107:10575:SH,13F-HR,"0001009016","22282E102","20181107:0001009016:22282E102:FORT WASHINGTON INVESTMENT ADVISORS INC /OH/:172","172","20181107","10575","SH"
0001029730:98978V103:13:20181114:141:SH,13F-HR,"0001029730","98978V103","20181114:0001029730:98978V103:LADENBURG THALMANN FINANCIAL SERVICES INC.:13","13","20181114","141","SH"
0000102909:86606G101:8815:20181114:379794:SH,13F-HR,"0000102909","86606G101","20181114:0000102909:86606G101:VANGUARD GROUP INC:8815","8815","20181114","379794","SH"
0000102909:817565104:1016:20181114:22987:SH,13F-HR,"0000102909","817565104","20181114:0000102909:817565104:VANGUARD GROUP INC:1016","1016","20181114","22987","SH"
0001089911:22943F100:67:20181024:1800:SH,13F-HR,"0001089911","22943F100","20181024:0001089911:22943F100:PILLAR PACIFIC CAPITAL MANAGEMENT LLC:67","67","20181024","1800","SH"
0001600035:071813109:46:20181115:600:SH,13F-HR,"0001600035","071813109","20181115:0001600035:071813109:Stonebridge Capital Advisors LLC:46","46","20181115","600","SH"
0001067983:191216100:13080047:20181114:283179200:SH,13F-HR,"0001067983","191216100","20181114:0001067983:191216100:BERKSHIRE HATHAWAY INC:13080047","13080047","20181114","283179200","SH"
0001037763:060505104:877:20181005:31100:SH,13F-HR,"0001037763","060505104","20181005:0001037763:060505104:OPTIMUM INVESTMENT ADVISORS:877","877","20181005","31100","SH"
0001029730:04650Y100:8:20181114:250:SH,13F-HR,"0001029730","04650Y100","20181114:0001029730:04650Y100:LADENBURG THALMANN FINANCIAL SERVICES INC.:8","8","20181114","250","SH"
0001008929:00817y108:3111:20181107:15340:SH,13F-HR,"0001008929","00817y108","20181107:0001008929:00817y108:PRIO WEALTH LIMITED PARTNERSHIP:3111","3111","20181107","15340","SH"
0001161722:17275r102:679:20181004:13957:SH,13F-HR,"0001161722","17275r102","20181004:0001161722:17275r102:HOLLENCREST CAPITAL MANAGEMENT:679","679","20181004","13957","SH"
0001040188:444097109:35:20180802:975:SH,13F-HR,"0001040188","444097109","20180802:0001040188:444097109:VICTORY CAPITAL MANAGEMENT INC:35","35","20180802","975","SH"
0001021223:983134107:7660:20181113:60284:SH,13F-HR,"0001021223","983134107","20181113:0001021223:983134107:KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC:7660","7660","20181113","60284","SH"
0000102909:307068106:5:20181114:733:SH,13F-HR,"0000102909","307068106","20181114:0000102909:307068106:VANGUARD GROUP INC:5","5","20181114","733","SH"
0001084208:524707304:717:20180814:103886:SH,13F-HR,"0001084208","524707304","20180814:0001084208:524707304:RAYMOND JAMES & ASSOCIATES:717","717","20180814","103886","SH"
0001037763:74348T102:268:20181005:40000:SH,13F-HR,"0001037763","74348T102","20181005:0001037763:74348T102:OPTIMUM INVESTMENT ADVISORS:268","268","20181005","40000","SH"
0001005817:458140100:2264:20181018:47879:SH,13F-HR,"0001005817","458140100","20181018:0001005817:458140100:TOMPKINS FINANCIAL CORP:2264","2264","20181018","47879","SH"
